what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.AllMarkersView",1485432066546
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1485432079750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432082843
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1485432113234
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1485432113234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432122546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1485432122671
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1485432124437
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1485432124953
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432127187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432187437
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1485432187640
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1485432187750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432198531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432210562
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.properties",1485432210625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432212640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432215437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432219968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432225218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1485432225312
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432229625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432238359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1485432238484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432243671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1485432249875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432347046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1485432347140
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1485432349531
executed,command,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui.format.document",1485432363343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1485432365656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1485432381468
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1485432381890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1485432382296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1485432383046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485432393484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485432393500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485432393531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432402046
jar,m2e.packaging,org.eclipse.m2e.core,1.0.200,"jar",1485432453375
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1485432453375
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1485432453375
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:3.3",1485432453375
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1485432453375
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:3.3",1485432453375
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1485432453375
jar:default-jar:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-jar-plugin:2.3.1",1485432453375
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1485432453375
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1485432453375
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1485432453375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432509593
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485432523093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432525046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432549718
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1485432558859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432566296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432884703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1485432884812
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1485432886718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1485432895375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485432896750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485432896765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432901218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432905078
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1485432906734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432910687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432960765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1485432960937
jar,m2e.packaging,org.eclipse.m2e.core,1.0.200,"jar",1485432962703
clean:default-clean:clean,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-clean-plugin:2.4.1",1485432962703
resources:default-resources:process-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1485432962703
compile:default-compile:compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:3.3",1485432962703
testResources:default-testResources:process-test-resources,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-resources-plugin:2.4.3",1485432962703
testCompile:default-testCompile:test-compile,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-compiler-plugin:3.3",1485432962703
test:default-test:test,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-surefire-plugin:2.7.1",1485432962703
jar:default-jar:package,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-jar-plugin:2.3.1",1485432962703
install:default-install:install,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-install-plugin:2.3.1",1485432962703
deploy:default-deploy:deploy,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-deploy-plugin:2.5",1485432962703
site:default-site:site,m2e.plugins,org.eclipse.m2e.core,1.0.200,"org.apache.maven.plugins:maven-site-plugin:2.0.1",1485432962703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432965093
error,log,,,"Core exception while retrieving the content description",1485432966250
error,log,,,"Core exception while retrieving the content description",1485432966265
error,log,,,"Core exception while retrieving the content description",1485432966281
error,log,,,"Core exception while retrieving the content description",1485432966281
error,log,,,"Core exception while retrieving the content description",1485432966281
error,log,,,"Core exception while retrieving the content description",1485432966296
error,log,,,"Core exception while retrieving the content description",1485432966312
error,log,,,"Core exception while retrieving the content description",1485432966468
error,log,,,"Core exception while retrieving the content description",1485432966500
error,log,,,"Core exception while retrieving the content description",1485432966671
error,log,,,"Core exception while retrieving the content description",1485432966687
error,log,,,"Core exception while retrieving the content description",1485432966687
error,log,,,"Core exception while retrieving the content description",1485432966703
error,log,,,"Core exception while retrieving the content description",1485432966703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485432967656
opened,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1485433020031
activated,editor,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor.MavenPomEditor",1485433020562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485433024859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436394937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436413859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436433828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1485436442671
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485436444781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436469203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436484296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1485436494359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1485436499812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436502687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436654828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1485436656031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1485436795578
